ID	Customer Age (in months)	"Churn (1 = Yes, 0 = No)"	CHI Score Month 0	CHI Score 0-1	Support Cases Month 0	Support Cases 0-1	SP Month 0	SP 0-1	Logins 0-1	Blog Articles 0-1	Views 0-1	 Days Since Last Login 0-1
" 4,798 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,799 "	 6.0 	 -   	 25.0 	 25.0 	 1.0 	 1.0 	 3.0 	 3.0 	 19.0 	 -   	 -   	 (3.0)
" 4,800 "	 6.0 	 -   	 13.0 	 (25.0)	 -   	 -   	 -   	 -   	 (1.0)	 -   	 13.0 	 14.0 
" 4,801 "	 6.0 	 -   	 77.0 	 (7.0)	 -   	 -   	 -   	 -   	 (30.0)	 (3.0)	 690.0 	 2.0 
" 4,802 "	 4.0 	 -   	 27.0 	 (26.0)	 1.0 	 -   	 -   	 (3.0)	 3.0 	 (1.0)	 24.0 	 3.0 
" 4,803 "	 5.0 	 -   	 124.0 	 (37.0)	 1.0 	 (4.0)	 3.0 	 0.4 	 (36.0)	 (4.0)	 856.0 	 2.0 
" 4,804 "	 6.0 	 -   	 41.0 	 (21.0)	 1.0 	 (2.0)	 3.0 	 -   	 (5.0)	 (1.0)	 68.0 	 (1.0)
" 4,805 "	 5.0 	 -   	 126.0 	 52.0 	 -   	 (4.0)	 -   	 (3.0)	 (4.0)	 2.0 	 99.0 	 1.0 
" 4,806 "	 6.0 	 -   	 99.0 	 44.0 	 -   	 (1.0)	 -   	 (3.0)	 7.0 	 1.0 	 9.0 	 15.0 
" 4,807 "	 6.0 	 -   	 85.0 	 57.0 	 1.0 	 1.0 	 3.0 	 3.0 	 (4.0)	 3.0 	 51.0 	 (2.0)
" 4,808 "	 6.0 	 1.0 	 15.0 	 15.0 	 1.0 	 1.0 	 3.0 	 3.0 	 26.0 	 -   	 (298.0)	 31.0 
" 4,809 "	 6.0 	 -   	 107.0 	 87.0 	 4.0 	 2.0 	 3.0 	 -   	 -   	 1.0 	 1.0 	 (2.0)
" 4,810 "	 6.0 	 -   	 141.0 	 67.0 	 1.0 	 1.0 	 3.0 	 3.0 	 72.0 	 3.0 	 650.0 	 16.0 
" 4,811 "	 6.0 	 -   	 94.0 	 1.0 	 -   	 -   	 -   	 -   	 4.0 	 1.0 	 44.0 	 5.0 
" 4,812 "	 6.0 	 -   	 12.0 	 8.0 	 -   	 -   	 -   	 -   	 (4.0)	 -   	 -   	 11.0 
" 4,813 "	 6.0 	 -   	 130.0 	 45.0 	 3.0 	 3.0 	 2.5 	 2.5 	 118.0 	 -   	 -   	 4.0 
" 4,814 "	 6.0 	 -   	 36.0 	 28.0 	 1.0 	 -   	 3.0 	 -   	 8.0 	 -   	 -   	 (3.0)
" 4,815 "	 5.0 	 1.0 	 56.0 	 (65.0)	 -   	 (1.0)	 -   	 (3.0)	 (66.0)	 (2.0)	 20.0 	 -   
" 4,816 "	 6.0 	 -   	 159.0 	 (2.0)	 5.0 	 1.0 	 3.0 	 -   	 78.0 	 7.0 	" 2,587.0 "	 -   
" 4,817 "	 6.0 	 1.0 	 121.0 	 47.0 	 -   	 (1.0)	 -   	 (2.0)	 9.0 	 1.0 	 53.0 	 1.0 
" 4,818 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (9.0)	 31.0 
" 4,819 "	 6.0 	 -   	 101.0 	 73.0 	 1.0 	 1.0 	 3.0 	 3.0 	 (3.0)	 3.0 	 3.0 	 10.0 
" 4,820 "	 6.0 	 -   	 101.0 	 (15.0)	 -   	 -   	 -   	 -   	 10.0 	 (2.0)	 2.0 	 -   
" 4,821 "	 6.0 	 -   	 162.0 	 54.0 	 3.0 	 (3.0)	 3.0 	 -   	 61.0 	 3.0 	 31.0 	 (3.0)
" 4,822 "	 5.0 	 -   	 217.0 	 9.0 	 8.0 	 -   	 3.0 	 0.4 	 132.0 	 -   	" 10,483.0 "	 -   
" 4,823 "	 6.0 	 -   	 140.0 	 15.0 	 3.0 	 (13.0)	 3.0 	 -   	 (4.0)	 -   	" 1,390.0 "	 (1.0)
" 4,824 "	 6.0 	 -   	 72.0 	 65.0 	 1.0 	 1.0 	 3.0 	 3.0 	 165.0 	 1.0 	 -   	 (5.0)
" 4,825 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 4.0 	 -   	 -   	 -   
" 4,826 "	 6.0 	 -   	 131.0 	 (8.0)	 -   	 -   	 -   	 -   	 (1.0)	 (2.0)	 704.0 	 1.0 
" 4,827 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (26.0)	 31.0 
" 4,828 "	 6.0 	 -   	 145.0 	 (23.0)	 2.0 	 (5.0)	 3.0 	 0.1 	 18.0 	 (1.0)	 513.0 	 (2.0)
" 4,829 "	 5.0 	 -   	 150.0 	 22.0 	 -   	 (3.0)	 -   	 (3.0)	 44.0 	 -   	 93.0 	 -   
" 4,830 "	 5.0 	 -   	 83.0 	 34.0 	 2.0 	 -   	 3.0 	 -   	 (15.0)	 -   	 2.0 	 (1.0)
" 4,831 "	 6.0 	 -   	 90.0 	 26.0 	 -   	 (3.0)	 -   	 (3.0)	 (4.0)	 -   	 90.0 	 (1.0)
" 4,832 "	 6.0 	 -   	 106.0 	 70.0 	 1.0 	 (1.0)	 2.0 	 (0.5)	 20.0 	 1.0 	 99.0 	 (8.0)
" 4,833 "	 6.0 	 -   	 70.0 	 53.0 	 -   	 (2.0)	 -   	 (3.0)	 (1.0)	 -   	 (24.0)	 12.0 
" 4,834 "	 6.0 	 -   	 94.0 	 (14.0)	 1.0 	 (2.0)	 3.0 	 -   	 27.0 	 2.0 	 126.0 	 (2.0)
" 4,835 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,836 "	 5.0 	 -   	 122.0 	 66.0 	 16.0 	 15.0 	 3.0 	 -   	 114.0 	 -   	 -   	 -   
" 4,837 "	 4.0 	 -   	 -   	 (25.0)	 1.0 	 1.0 	 3.0 	 3.0 	 (16.0)	 -   	 35.0 	 -   
" 4,838 "	 6.0 	 -   	 38.0 	 38.0 	 2.0 	 1.0 	 3.0 	 3.0 	 29.0 	 -   	 (1.0)	 10.0 
" 4,839 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (7.0)	 -   	 -   	 5.0 
" 4,840 "	 6.0 	 -   	 89.0 	 (16.0)	 2.0 	 (1.0)	 3.0 	 -   	 12.0 	 -   	 (2.0)	 3.0 
" 4,841 "	 6.0 	 -   	 48.0 	 39.0 	 -   	 -   	 -   	 -   	 15.0 	 -   	 -   	 (1.0)
" 4,842 "	 6.0 	 -   	 137.0 	 24.0 	 1.0 	 -   	 3.0 	 -   	 45.0 	 -   	 38.0 	 -   
" 4,843 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 4,844 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,845 "	 5.0 	 -   	 78.0 	 (54.0)	 -   	 -   	 -   	 -   	 1.0 	 -   	 -   	 9.0 
" 4,846 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (17.0)	 -   	 -   	 2.0 
" 4,847 "	 5.0 	 -   	 175.0 	 115.0 	 4.0 	 (5.0)	 3.0 	 -   	 125.0 	 3.0 	 -   	 (3.0)
" 4,848 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,849 "	 6.0 	 -   	 74.0 	 38.0 	 -   	 -   	 -   	 -   	 32.0 	 4.0 	 (2.0)	 (2.0)
" 4,850 "	 6.0 	 -   	 160.0 	 84.0 	 15.0 	 9.0 	 3.0 	 -   	 71.0 	 5.0 	 8.0 	 4.0 
" 4,851 "	 5.0 	 -   	 63.0 	 54.0 	 2.0 	 -   	 3.0 	 -   	 6.0 	 -   	 -   	 (1.0)
" 4,852 "	 6.0 	 -   	 108.0 	 (2.0)	 -   	 -   	 -   	 -   	 55.0 	 -   	 136.0 	 2.0 
" 4,853 "	 6.0 	 -   	 -   	 (4.0)	 -   	 -   	 -   	 -   	 (7.0)	 -   	 (10.0)	 12.0 
" 4,854 "	 5.0 	 -   	 135.0 	 78.0 	 4.0 	 1.0 	 3.0 	 -   	 49.0 	 1.0 	 9.0 	 (10.0)
" 4,855 "	 4.0 	 -   	 95.0 	 44.0 	 4.0 	 3.0 	 3.0 	 -   	 42.0 	 -   	 -   	 -   
" 4,856 "	 6.0 	 -   	 -   	 -   	 -   	 (1.0)	 -   	 (3.0)	 (10.0)	 -   	 (2.0)	 -   
" 4,857 "	 6.0 	 -   	 119.0 	 100.0 	 2.0 	 -   	 3.0 	 -   	 1.0 	 2.0 	 (22.0)	 -   
" 4,858 "	 6.0 	 -   	 185.0 	 66.0 	 1.0 	 (3.0)	 3.0 	 -   	 159.0 	 13.0 	" 1,219.0 "	 -   
" 4,859 "	 6.0 	 -   	 157.0 	 5.0 	 1.0 	 (2.0)	 3.0 	 -   	 38.0 	 -   	 49.0 	 -   
" 4,860 "	 6.0 	 -   	 103.0 	 80.0 	 -   	 (1.0)	 -   	 (3.0)	 10.0 	 1.0 	 80.0 	 (3.0)
" 4,861 "	 6.0 	 -   	 104.0 	 82.0 	 5.0 	 5.0 	 3.0 	 3.0 	 64.0 	 112.0 	 -   	 31.0 
" 4,862 "	 4.0 	 -   	 77.0 	 72.0 	 1.0 	 1.0 	 3.0 	 3.0 	 (16.0)	 1.0 	 34.0 	 -   
" 4,863 "	 6.0 	 -   	 130.0 	 21.0 	 5.0 	 5.0 	 3.0 	 3.0 	 47.0 	 -   	 2.0 	 1.0 
" 4,864 "	 6.0 	 -   	 192.0 	 31.0 	 1.0 	 (8.0)	 2.0 	 (0.1)	 14.0 	 (1.0)	" 3,140.0 "	 (1.0)
" 4,865 "	 6.0 	 -   	 101.0 	 9.0 	 -   	 (4.0)	 -   	 (2.3)	 108.0 	 -   	 -   	 3.0 
" 4,866 "	 4.0 	 -   	 62.0 	 6.0 	 2.0 	 1.0 	 3.0 	 3.0 	 2.0 	 (3.0)	 2.0 	 -   
" 4,867 "	 6.0 	 -   	 134.0 	 86.0 	 5.0 	 4.0 	 3.0 	 1.0 	 23.0 	 (3.0)	 1.0 	 (1.0)
" 4,868 "	 6.0 	 -   	 108.0 	 (20.0)	 2.0 	 (4.0)	 3.0 	 (0.2)	 (40.0)	 (2.0)	 78.0 	 (1.0)
" 4,869 "	 6.0 	 -   	 205.0 	 57.0 	 7.0 	 (1.0)	 3.0 	 -   	 51.0 	 (2.0)	 605.0 	 2.0 
" 4,870 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,871 "	 6.0 	 -   	 220.0 	 36.0 	 5.0 	 1.0 	 3.0 	 -   	 91.0 	 (3.0)	 2.0 	 -   
" 4,872 "	 6.0 	 -   	 101.0 	 (1.0)	 -   	 -   	 -   	 -   	 5.0 	 -   	 558.0 	 -   
" 4,873 "	 6.0 	 -   	 86.0 	 71.0 	 3.0 	 (7.0)	 3.0 	 -   	 (13.0)	 -   	 20.0 	 -   
" 4,874 "	 6.0 	 -   	 37.0 	 13.0 	 -   	 (1.0)	 -   	 (3.0)	 (5.0)	 -   	 2.0 	 (3.0)
" 4,875 "	 6.0 	 -   	 167.0 	 12.0 	 9.0 	 8.0 	 2.7 	 (0.3)	 118.0 	 2.0 	 112.0 	 -   
" 4,876 "	 4.0 	 -   	 20.0 	 (54.0)	 -   	 (1.0)	 -   	 (3.0)	 (30.0)	 (1.0)	 5.0 	 -   
" 4,877 "	 6.0 	 -   	 72.0 	 (21.0)	 -   	 -   	 -   	 -   	 -   	 -   	" 1,266.0 "	 3.0 
" 4,878 "	 3.0 	 -   	 58.0 	 58.0 	 -   	 -   	 -   	 -   	 32.0 	 -   	 -   	 -   
" 4,879 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,880 "	 4.0 	 -   	 105.0 	 31.0 	 -   	 (2.0)	 -   	 (3.0)	 16.0 	 3.0 	 17.0 	 3.0 
" 4,881 "	 5.0 	 -   	 81.0 	 (11.0)	 -   	 -   	 -   	 -   	 (36.0)	 (17.0)	 37.0 	 2.0 
" 4,882 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,883 "	 5.0 	 -   	 24.0 	 (57.0)	 -   	 (7.0)	 -   	 (3.0)	 (2.0)	 (1.0)	 (2.0)	 6.0 
" 4,884 "	 6.0 	 -   	 165.0 	 (16.0)	 1.0 	 1.0 	 3.0 	 3.0 	 (21.0)	 11.0 	" 14,148.0 "	 -   
" 4,885 "	 6.0 	 1.0 	 12.0 	 12.0 	 -   	 -   	 -   	 -   	 10.0 	 -   	 4.0 	 (9.0)
" 4,886 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,887 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,888 "	 5.0 	 -   	 115.0 	 (13.0)	 1.0 	 1.0 	 3.0 	 3.0 	 (293.0)	 (3.0)	 247.0 	 (1.0)
" 4,889 "	 5.0 	 -   	 148.0 	 21.0 	 4.0 	 1.0 	 3.0 	 -   	 183.0 	 -   	 2.0 	 (1.0)
" 4,890 "	 5.0 	 -   	 119.0 	 (13.0)	 1.0 	 -   	 3.0 	 -   	 (8.0)	 (2.0)	 117.0 	 -   
" 4,891 "	 6.0 	 -   	 197.0 	 32.0 	 -   	 (4.0)	 -   	 (3.0)	 (20.0)	 -   	 6.0 	 -   
" 4,892 "	 6.0 	 -   	 7.0 	 7.0 	 -   	 -   	 -   	 -   	 16.0 	 -   	 -   	 2.0 
" 4,893 "	 6.0 	 1.0 	 34.0 	 (30.0)	 -   	 (1.0)	 -   	 (3.0)	 (3.0)	 -   	 -   	 18.0 
" 4,894 "	 6.0 	 -   	 85.0 	 19.0 	 -   	 -   	 -   	 -   	 81.0 	 -   	 (72.0)	 -   
" 4,895 "	 6.0 	 -   	 126.0 	 106.0 	 3.0 	 3.0 	 2.5 	 2.5 	 45.0 	 2.0 	 -   	 (1.0)
" 4,896 "	 5.0 	 -   	 22.0 	 (6.0)	 -   	 -   	 -   	 -   	 (8.0)	 -   	 43.0 	 6.0 
" 4,897 "	 6.0 	 -   	 128.0 	 25.0 	 -   	 (2.0)	 -   	 (2.0)	 22.0 	 -   	 1.0 	 2.0 
" 4,898 "	 6.0 	 -   	 123.0 	 (5.0)	 -   	 (4.0)	 -   	 (3.0)	 1.0 	 2.0 	 959.0 	 -   
" 4,899 "	 5.0 	 1.0 	 146.0 	 3.0 	 -   	 -   	 -   	 -   	 24.0 	 -   	 626.0 	 -   
" 4,900 "	 5.0 	 1.0 	 101.0 	 (10.0)	 -   	 -   	 -   	 -   	 12.0 	 6.0 	 (1.0)	 (1.0)
" 4,901 "	 6.0 	 -   	 108.0 	 14.0 	 -   	 (3.0)	 -   	 (3.0)	 4.0 	 -   	 57.0 	 (6.0)
" 4,902 "	 6.0 	 -   	 74.0 	 (15.0)	 -   	 (3.0)	 -   	 (3.0)	 13.0 	 (1.0)	 29.0 	 4.0 
" 4,903 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,904 "	 5.0 	 -   	 49.0 	 6.0 	 1.0 	 (1.0)	 -   	 (3.0)	 10.0 	 -   	 11.0 	 4.0 
" 4,905 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,906 "	 6.0 	 -   	 143.0 	 134.0 	 -   	 -   	 -   	 -   	 218.0 	 1.0 	 (26.0)	 -   
" 4,907 "	 6.0 	 -   	 49.0 	 49.0 	 1.0 	 1.0 	 3.0 	 3.0 	 22.0 	 -   	 (4.0)	 31.0 
" 4,908 "	 6.0 	 -   	 22.0 	 (38.0)	 -   	 (1.0)	 -   	 (3.0)	 (48.0)	 -   	 92.0 	 3.0 
" 4,909 "	 6.0 	 -   	 99.0 	 (14.0)	 2.0 	 (7.0)	 3.0 	 -   	 (21.0)	 (2.0)	 217.0 	 -   
" 4,910 "	 6.0 	 -   	 11.0 	 11.0 	 1.0 	 1.0 	 3.0 	 3.0 	 13.0 	 -   	 (1.0)	 4.0 
" 4,911 "	 5.0 	 -   	 108.0 	 18.0 	 4.0 	 (5.0)	 3.0 	 -   	 67.0 	 (2.0)	 177.0 	 -   
" 4,912 "	 6.0 	 -   	 74.0 	 23.0 	 -   	 (1.0)	 -   	 (3.0)	 (16.0)	 -   	 1.0 	 3.0 
" 4,913 "	 5.0 	 -   	 123.0 	 (18.0)	 -   	 (6.0)	 -   	 (3.0)	 (28.0)	 (1.0)	 38.0 	 -   
" 4,914 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 2.0 	 -   	 (144.0)	 (4.0)
" 4,915 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 4.0 	 -   	 -   	 (2.0)
" 4,916 "	 3.0 	 -   	 9.0 	 9.0 	 -   	 -   	 -   	 -   	 44.0 	 -   	 -   	 -   
" 4,917 "	 4.0 	 -   	 135.0 	 44.0 	 2.0 	 1.0 	 3.0 	 -   	 48.0 	 (1.0)	 -   	 -   
" 4,918 "	 6.0 	 -   	 -   	 (7.0)	 -   	 -   	 -   	 -   	 (30.0)	 -   	 (11.0)	 12.0 
" 4,919 "	 6.0 	 -   	 24.0 	 12.0 	 1.0 	 1.0 	 -   	 -   	 19.0 	 -   	 1.0 	 1.0 
" 4,920 "	 5.0 	 -   	 108.0 	 18.0 	 -   	 -   	 -   	 -   	 (1.0)	 -   	 (1.0)	 11.0 
" 4,921 "	 6.0 	 -   	 208.0 	 (1.0)	 -   	 (9.0)	 -   	 (2.9)	 (7.0)	 (1.0)	" 2,371.0 "	 -   
" 4,922 "	 6.0 	 -   	 111.0 	 (10.0)	 1.0 	 (2.0)	 3.0 	 -   	 (19.0)	 (2.0)	 90.0 	 (2.0)
" 4,923 "	 5.0 	 -   	 93.0 	 (33.0)	 -   	 (1.0)	 -   	 (3.0)	 (62.0)	 (1.0)	 89.0 	 (3.0)
" 4,924 "	 6.0 	 -   	 9.0 	 (24.0)	 -   	 -   	 -   	 -   	 (1.0)	 -   	 55.0 	 27.0 
" 4,925 "	 6.0 	 1.0 	 57.0 	 53.0 	 2.0 	 2.0 	 2.5 	 2.5 	 13.0 	 1.0 	 -   	 11.0 
" 4,926 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 30.0 
" 4,927 "	 6.0 	 -   	 57.0 	 47.0 	 -   	 (1.0)	 -   	 (3.0)	 12.0 	 1.0 	 14.0 	 31.0 
" 4,928 "	 5.0 	 -   	 193.0 	 5.0 	 1.0 	 (5.0)	 3.0 	 -   	 26.0 	 3.0 	 81.0 	 -   
" 4,929 "	 4.0 	 -   	 46.0 	 46.0 	 -   	 -   	 -   	 -   	 68.0 	 -   	 -   	 -   
" 4,930 "	 6.0 	 -   	 46.0 	 3.0 	 -   	 -   	 -   	 -   	 1.0 	 -   	 (107.0)	 20.0 
" 4,931 "	 6.0 	 -   	 65.0 	 (17.0)	 -   	 -   	 -   	 -   	 (6.0)	 (2.0)	 13.0 	 2.0 
" 4,932 "	 6.0 	 -   	 105.0 	 39.0 	 4.0 	 (2.0)	 3.0 	 -   	 26.0 	 1.0 	 30.0 	 -   
" 4,933 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 12.0 	 -   	 -   	 -   
" 4,934 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 4,935 "	 6.0 	 -   	 75.0 	 18.0 	 5.0 	 2.0 	 3.0 	 -   	 1.0 	 (1.0)	 3.0 	 3.0 
" 4,936 "	 6.0 	 -   	 14.0 	 14.0 	 2.0 	 2.0 	 3.0 	 3.0 	 14.0 	 -   	 (4.0)	 31.0 
" 4,937 "	 6.0 	 -   	 127.0 	 (43.0)	 13.0 	 (9.0)	 3.0 	 -   	 157.0 	 (3.0)	 432.0 	 -   
" 4,938 "	 6.0 	 -   	 168.0 	 52.0 	 2.0 	 2.0 	 3.0 	 3.0 	 9.0 	 3.0 	 567.0 	 -   
" 4,939 "	 6.0 	 -   	 42.0 	 (68.0)	 1.0 	 1.0 	 3.0 	 3.0 	 (9.0)	 (1.0)	 949.0 	 3.0 
" 4,940 "	 5.0 	 -   	 53.0 	 29.0 	 2.0 	 (2.0)	 3.0 	 0.8 	 10.0 	 -   	 (35.0)	 4.0 
" 4,941 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (4.0)	 -   	 -   	 22.0 
" 4,942 "	 4.0 	 -   	 55.0 	 55.0 	 -   	 -   	 -   	 -   	 44.0 	 -   	 -   	 -   
" 4,943 "	 5.0 	 -   	 74.0 	 67.0 	 3.0 	 -   	 3.0 	 -   	 13.0 	 2.0 	 -   	 -   
" 4,944 "	 6.0 	 -   	 52.0 	 21.0 	 -   	 (1.0)	 -   	 (3.0)	 18.0 	 (1.0)	 -   	 (15.0)
" 4,945 "	 6.0 	 -   	 70.0 	 11.0 	 -   	 (1.0)	 -   	 (3.0)	 5.0 	 2.0 	 12.0 	 2.0 
" 4,946 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,947 "	 6.0 	 -   	 137.0 	 81.0 	 2.0 	 2.0 	 3.0 	 3.0 	 76.0 	 7.0 	 21.0 	 1.0 
" 4,948 "	 6.0 	 -   	 42.0 	 32.0 	 -   	 -   	 -   	 -   	 29.0 	 -   	 -   	 4.0 
" 4,949 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (1.0)	 -   	 -   	 3.0 
" 4,950 "	 5.0 	 -   	 31.0 	 (47.0)	 1.0 	 (5.0)	 -   	 (3.0)	 (41.0)	 -   	 -   	 (5.0)
" 4,951 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,952 "	 5.0 	 -   	 123.0 	 57.0 	 -   	 -   	 -   	 -   	 1.0 	 -   	 2.0 	 (1.0)
" 4,953 "	 6.0 	 -   	 114.0 	 57.0 	 1.0 	 -   	 3.0 	 -   	 63.0 	 5.0 	 3.0 	 (10.0)
" 4,954 "	 6.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 22.0 	 -   	 -   	 31.0 
" 4,955 "	 6.0 	 -   	 76.0 	 19.0 	 -   	 -   	 -   	 -   	 (2.0)	 -   	 -   	 (1.0)
" 4,956 "	 5.0 	 -   	 89.0 	 21.0 	 -   	 -   	 -   	 -   	 (14.0)	 1.0 	 (14.0)	 (1.0)
" 4,957 "	 5.0 	 -   	 43.0 	 (61.0)	 -   	 (1.0)	 -   	 (3.0)	 (157.0)	 -   	" 5,111.0 "	 -   
" 4,958 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,959 "	 6.0 	 -   	 67.0 	 52.0 	 2.0 	 2.0 	 3.0 	 3.0 	 14.0 	 3.0 	 3.0 	 -   
" 4,960 "	 5.0 	 -   	 52.0 	 32.0 	 4.0 	 2.0 	 3.0 	 -   	 (6.0)	 -   	 (7.0)	 (8.0)
" 4,961 "	 6.0 	 -   	 99.0 	 (29.0)	 6.0 	 (5.0)	 3.0 	 -   	 (7.0)	 (2.0)	 165.0 	 (2.0)
" 4,962 "	 6.0 	 -   	 33.0 	 33.0 	 2.0 	 2.0 	 3.0 	 3.0 	 15.0 	 -   	 -   	 (6.0)
" 4,963 "	 5.0 	 -   	 183.0 	 19.0 	 8.0 	 (1.0)	 3.0 	 -   	 (9.0)	 (8.0)	 101.0 	 (1.0)
" 4,964 "	 6.0 	 -   	 83.0 	 83.0 	 -   	 (1.0)	 -   	 (3.0)	 146.0 	 -   	 -   	 (16.0)
" 4,965 "	 6.0 	 -   	 88.0 	 47.0 	 -   	 (1.0)	 -   	 (2.0)	 192.0 	 2.0 	 -   	 -   
" 4,966 "	 6.0 	 -   	 7.0 	 -   	 2.0 	 1.0 	 3.0 	 -   	 (20.0)	 -   	 -   	 (23.0)
" 4,967 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (4.0)	 -   	 -   	 (10.0)
" 4,968 "	 5.0 	 -   	 25.0 	 (6.0)	 -   	 (1.0)	 -   	 (3.0)	 22.0 	 -   	 57.0 	 2.0 
" 4,969 "	 5.0 	 -   	 -   	 -   	 1.0 	 1.0 	 3.0 	 3.0 	 (6.0)	 -   	 -   	 23.0 
" 4,970 "	 6.0 	 -   	 -   	 (7.0)	 -   	 -   	 -   	 -   	 (20.0)	 -   	 -   	 7.0 
" 4,971 "	 4.0 	 -   	 11.0 	 6.0 	 4.0 	 4.0 	 3.0 	 3.0 	 5.0 	 -   	 4.0 	 6.0 
" 4,972 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,973 "	 4.0 	 -   	 121.0 	 61.0 	 5.0 	 5.0 	 3.0 	 3.0 	 111.0 	 -   	 -   	 -   
" 4,974 "	 5.0 	 -   	 84.0 	 (8.0)	 4.0 	 1.0 	 3.0 	 -   	 (7.0)	 -   	 7.0 	 2.0 
" 4,975 "	 6.0 	 -   	 123.0 	 16.0 	 4.0 	 3.0 	 2.8 	 (0.3)	 2.0 	 1.0 	 620.0 	 (4.0)
" 4,976 "	 6.0 	 -   	 143.0 	 (19.0)	 1.0 	 -   	 3.0 	 -   	 4.0 	 (7.0)	 99.0 	 2.0 
" 4,977 "	 6.0 	 -   	 38.0 	 (7.0)	 -   	 -   	 -   	 -   	 (10.0)	 -   	 -   	 (1.0)
" 4,978 "	 5.0 	 -   	 154.0 	 131.0 	 -   	 (1.0)	 -   	 (3.0)	 42.0 	 2.0 	 8.0 	 (2.0)
" 4,979 "	 4.0 	 -   	 28.0 	 (19.0)	 1.0 	 1.0 	 3.0 	 3.0 	 12.0 	 -   	 -   	 -   
" 4,980 "	 5.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (7.0)	 -   	 (6.0)	 20.0 
" 4,981 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 4,982 "	 5.0 	 -   	 170.0 	 (38.0)	 10.0 	 (11.0)	 3.0 	 -   	 30.0 	 (5.0)	" 1,085.0 "	 (2.0)
" 4,983 "	 5.0 	 -   	 143.0 	 9.0 	 5.0 	 (7.0)	 3.0 	 0.2 	 27.0 	 (2.0)	 273.0 	 -   
" 4,984 "	 4.0 	 -   	 96.0 	 45.0 	 -   	 -   	 -   	 -   	 5.0 	 2.0 	 16.0 	 2.0 
" 4,985 "	 5.0 	 -   	 87.0 	 33.0 	 1.0 	 (1.0)	 3.0 	 -   	 64.0 	 -   	 63.0 	 1.0 
" 4,986 "	 4.0 	 -   	 99.0 	 (13.0)	 2.0 	 (1.0)	 3.5 	 0.5 	 8.0 	 -   	 74.0 	 -   
" 4,987 "	 5.0 	 -   	 22.0 	 (29.0)	 1.0 	 -   	 3.0 	 -   	 (8.0)	 (1.0)	 -   	 3.0 
" 4,988 "	 4.0 	 -   	 30.0 	 -   	 3.0 	 3.0 	 3.0 	 3.0 	 68.0 	 -   	 -   	 -   
" 4,989 "	 4.0 	 -   	 88.0 	 83.0 	 -   	 -   	 -   	 -   	 70.0 	 1.0 	 -   	 1.0 
